,spot_x,spot_y,cell_count,Endothelium_percentage,Atrial cardiomyocytes_percentage,Cardiomyocytes_percentage,Epicardium_percentage,Fibroblast_percentage,Schwan progenitors_percentage,Smooth muscle cells_percentage,Ventricular cardiomyocytes_percentage,Cell_Num,New_X,New_Y
119,10540.069395097897,844.5333333333333,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,119,562.0,30.0
120,12127.782635369367,844.5333333333333,6,16.666666666666664,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,120,649.0,30.0
121,12445.325283423663,844.5333333333333,10,0.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,121,666.0,30.0
122,12762.867931477957,844.5333333333333,15,0.0,0.0,0.0,0.0,73.33333333333333,0.0,26.666666666666668,0.0,122,684.0,30.0
123,13080.41057953225,844.5333333333333,8,12.5,0.0,0.0,0.0,62.5,0.0,25.0,0.0,123,701.0,30.0
124,13397.953227586546,844.5333333333333,12,0.0,0.0,0.0,8.333333333333332,66.66666666666666,0.0,25.0,0.0,124,718.0,30.0
125,13715.49587564084,844.5333333333333,12,0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,125,736.0,30.0
126,14033.038523695133,844.5333333333333,11,0.0,0.0,0.0,0.0,63.63636363636363,0.0,36.36363636363637,0.0,126,753.0,30.0
127,14350.581171749427,844.5333333333333,18,5.555555555555555,0.0,0.0,5.555555555555555,44.44444444444444,0.0,44.44444444444444,0.0,127,770.0,30.0
128,14668.123819803723,844.5333333333333,9,0.0,0.0,0.0,0.0,22.22222222222222,0.0,77.77777777777779,0.0,128,788.0,30.0
129,14985.666467858016,844.5333333333333,14,0.0,0.0,0.0,7.142857142857142,57.14285714285714,0.0,35.714285714285715,0.0,129,805.0,30.0
130,15303.20911591231,844.5333333333333,4,0.0,0.0,0.0,25.0,50.0,0.0,25.0,0.0,130,822.0,30.0
131,15620.751763966606,844.5333333333333,10,20.0,0.0,0.0,10.0,50.0,0.0,20.0,0.0,131,840.0,30.0
132,15938.2944120209,844.5333333333333,4,0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,132,857.0,30.0
