,transformed_x,transformed_y,Cell_Num,Endothelial cells,Epithelial cells,Fibroblasts,Lymphoid cells,Myeloid cells
20,9125.02464997042,12918.556497732203,42db0d72-5e5e-47df-9f19-0556a2f59336,0,0,1,0,0
21,9721.15953460856,12917.570498915402,3c381aa0-b3be-442c-81f7-ba522ecfdaf6,0,0,1,0,0
22,9801.419838296195,12920.528495365807,b0dee2c2-93aa-4a5f-b4cb-60751f841dd4,0,0,0,0,1
23,9196.410964306842,12920.528495365807,4211645a-4dcb-48b9-be88-b97d3e568e37,0,0,1,0,0
24,9273.910471307436,12922.69769276277,d6a40a54-8f13-4f57-9c0b-3d493ae8336c,0,0,1,0,0
25,10036.087556694933,12925.655689213174,08b31fbb-cd72-4d7e-9a0d-4a574f6700bc,0,0,0,0,1
26,9411.358706369552,12927.627686846776,e0589fb5-7f64-4a8e-839a-334ed6a6e08d,0,0,1,0,0
27,9378.623545651744,12929.205284953658,d000c3c2-0cc2-45f6-bb5e-392cb7ac7588,0,0,1,0,0
28,9903.1749161901,12927.627686846776,9737ed9c-32e6-47a5-86ae-2987e852a1dc,0,0,1,0,0
29,9182.409781108263,12933.149280220863,3e2d78a5-ed28-4086-bece-a335acf26dc6,1,0,0,0,0
30,9927.627686846776,12932.557680930784,9b994894-d0ab-424c-b007-4093a01e9aa4,1,0,0,0,0
31,9511.141786629856,12937.48767501479,05e3a8bc-23ab-4b9e-bf35-90f329aad1ce,1,0,0,0,0
32,9164.070203115756,12940.445671465195,62a10ec9-c174-40f5-a87c-08602963ee8a,0,0,1,0,0
33,9825.872608952868,12942.220469335436,bded050e-b7bb-4270-9dc3-a89cf1f094ff,0,0,1,0,0
34,9441.530270163676,12939.854072175114,f4cfb02f-6d12-4124-ba18-db7551789452,0,0,1,0,0
35,9578.584105699074,12939.656872411753,e71154e6-c3e1-47a0-b06c-630742d99b5d,0,0,0,0,1
36,9733.780319463616,12945.770065075922,8ce86adc-9981-42ad-a9b3-8e2f522892da,0,0,1,0,0
37,9591.59929008085,12954.052455137054,e51bd2a2-4e86-4c17-8e33-1983806c964e,0,0,1,0,0
38,9865.706961151645,12955.038453953855,8d78e76c-3e18-4261-a485-5d7deea139e7,0,0,1,0,0
39,9748.964701242357,12961.546046144746,5c908c98-c482-4691-b04d-a741833a21ca,0,0,1,0,0
40,9352.593176888187,12961.348846381385,34ca9105-cff4-48b5-a8f3-cb1bac5e4cbc,0,0,1,0,0
41,9442.516268980478,12965.095641885231,df5614bc-029c-4373-ab33-a7fa2a169439,0,0,1,0,0
42,9600.276079668705,12968.842437389076,94ff4253-9dbb-457c-b8f4-0dec5a91a4ab,1,0,0,0,0
43,9154.407414711102,12975.744429106686,fcd5a144-ee75-4bcc-97ba-8fe3b7835a25,0,0,1,0,0
44,9230.920922894893,12972.1948333662,e639fb56-422c-46ee-8404-eafc1175e98f,0,0,0,0,1
45,9619.207256951291,12976.730427923487,29170b01-07a1-4788-b272-472fea03d423,1,0,0,0,0
46,9760.205087753893,12982.054821534213,d1b126af-281f-482f-bae9-ce8b4d88de90,0,0,1,0,0
47,9020.90317491619,12976.730427923487,0a43ffe8-4feb-40d0-9c9a-9dcb39652593,1,0,0,0,0
48,9520.212975744429,12979.294024847171,ba5266e2-9776-4221-9d18-e641eaf66c4e,1,0,0,0,0
49,9606.192072569513,12990.731611122068,58046cd1-d1d1-4c6d-8c14-f300d7d615f0,1,0,0,0,0
50,9107.671070794715,12988.168014198383,b20c153b-352b-4a46-a9da-49a1090c0afa,0,0,1,0,0
51,9042.00354959574,12989.942812068626,3b3a700a-d815-45f6-aed6-2e8ce5b6efc3,1,0,0,0,0
52,8929.205284953658,12992.900808519029,bdffaeb9-3b55-444a-8c67-241383711d1a,1,0,0,0,0
53,9560.836126996648,12993.689607572473,e492f906-b3fa-41b1-94a3-390c66d6c7f3,0,0,1,0,0
54,9884.440938670872,12994.084007099193,d0fcc530-d241-409d-8ea4-187a8b880f6b,0,0,0,1,0
55,9912.837704594755,12999.60560047328,e0131e87-573f-4a7a-af49-33287e31f6c7,0,0,0,1,0
56,9056.596332084402,13001.183198580162,00100942-5f35-487e-8c2e-910f4172a267,0,0,1,0,0
57,10007.69079077105,13001.183198580162,27039241-5c88-4f2b-b3f3-4d94705f4650,0,0,1,0,0
58,9988.956813251823,13010.057187931374,aa6a9715-ed3b-40f6-bb59-ffd3898dbb79,0,0,0,1,0
59,8957.602050877538,13012.029185564978,2beaf35d-114f-4082-8c97-3c375ce7d1c5,0,0,0,0,1
60,8918.950897258923,13014.395582725301,80e5dec2-1c15-4403-8163-8f66e288dd9e,1,0,0,0,0
61,9192.664168802998,13014.98718201538,f2036d59-4087-4396-9f33-5a70fa0b8f59,0,0,1,0,0
62,9839.282192861368,13018.142378229146,7d114573-388f-4ac9-9be4-77926265f15c,0,0,0,0,1
63,9857.621770853875,13019.71997633603,c0833021-963e-4050-91b6-c6417c4b0140,0,0,1,0,0
64,8990.928810885427,13021.691973969631,f5b4a3d8-1898-4367-bd53-9bf569ac1bd3,0,0,1,0,0
65,8932.754880694143,13027.01636758036,4fa3ba69-80da-44d4-8df2-30c5c4a71279,0,0,0,0,1
